company_raw,company_normalized,official_name,factset_entity_id
Circle K,circle k,Alimentation Couche-Tard Inc.,003T43-E
"Circle K Stores, Inc.",circle k stores,Alimentation Couche-Tard Inc.,003T43-E
"CarMax Enterprise Services, LLC",carmax enterprise services,"CarMax, Inc.",003TXQ-E
"Sinopec Sales Co., Ltd.",sinopec sales,China Petroleum & Chemical Corporation,003V50-E
"Sinopec Nanjing Chemical Industries Co., Ltd.",sinopec nanjing chemical industries,China Petroleum & Chemical Corporation,003V50-E
"Sinopec Sales Co.,Ltd. TianjinPetroleum Branch",sinopec sales tianjinpetroleum branch,China Petroleum & Chemical Corporation,003V50-E
"Sinopec Fuel Oil Sales Co., Ltd.",sinopec fuel oil sales,China Petroleum & Chemical Corporation,003V50-E
"SINOPEC SALES CO., LTD. XIZANG PETROLEUM BRANCH",sinopec sales xizang petroleum branch,China Petroleum & Chemical Corporation,003V50-E
"Sinopec Marketing Co., Ltd",sinopec marketing,China Petroleum & Chemical Corporation,003V50-E
Sinopec Marketing Shandong,sinopec marketing shandong,China Petroleum & Chemical Corporation,003V50-E
Jiangsu Branch of Sinopec Fuel Oil Sales Co.,jiangsu branch of sinopec fuel oil sales,China Petroleum & Chemical Corporation,003V50-E
Sinopec Marketing Hunan Changde Anxiang Avenue Gas Station,sinopec marketing hunan changde anxiang avenue gas station,China Petroleum & Chemical Corporation,003V50-E
Sinopec Marketing Hunan Huaihua Shuntian Gas Station,sinopec marketing hunan huaihua shuntian gas station,China Petroleum & Chemical Corporation,003V50-E
Sinopec Marketing Hunan Huaihua Petroleum Branch Huitong Oil Depot,sinopec marketing hunan huaihua petroleum branch huitong oil depot,China Petroleum & Chemical Corporation,003V50-E
Africa Oil Corp,africa oil,Africa Oil Corp.,003X05-E
Calfrac Well Services Argentina S.A.,calfrac well services argentina s a,Calfrac Well Services Ltd.,003YKG-E
The North Face,the north face,VF Corporation,003ZXF-E
VF Corp,vf,VF Corporation,003ZXF-E
VF Napapijri PT Apparel One,vf napapijri pt apparel one,VF Corporation,003ZXF-E
Dick's Sporting Goods,dick s sporting goods,"Dick's Sporting Goods, Inc.",0040KQ-E
DICKâS Sporting Goods,dicka s sporting goods,"Dick's Sporting Goods, Inc.",0040KQ-E
ZIPAIR Tokyo Inc,zipair tokyo,"Japan Airlines Co., Ltd.",0045G3-E
Tata Investment Corporation Limited,tata investment,Tata Investment Corporation Limited,004RKH-E
ASOS,asos,ASOS plc,004X95-E
Sealy,sealy,"Tempur Sealy International, Inc.",004ZZ8-E
Aspen Insurance Holdings,aspen insurance,Aspen Insurance Holdings Limited,005603-E
Trip.com customers,trip com customers,Trip.com Group Limited,00563K-E
Trip.com,trip com,Trip.com Group Limited,00563K-E
City of London Investment Group,city of london investment,City of London Investment Group plc,00564V-E
SALES FORCE,sales force,"Salesforce, Inc.",0058W5-E
Salesforce,salesforce,"Salesforce, Inc.",0058W5-E
"Salesforce.com, Inc.",salesforce com,"Salesforce, Inc.",0058W5-E
Slack Technologies,slack technologies,"Salesforce, Inc.",0058W5-E
Blackbaud,blackbaud,"Blackbaud, Inc.",005JC3-E
Yara Brasil,yara brasil,Yara International ASA,005KQ2-E
Yara,yara,Yara International ASA,005KQ2-E
Sanofi-Dulcolax,sanofi dulcolax,Sanofi S.A.,005M9Z-E
Chipotle Mexican Grill,chipotle mexican grill,Chipotle Mexican Grill Inc.,005RBG-E
CH ROBINSON WORLDWIDE FRT I PVT LTD,ch robinson worldwide frt i pvt,Robinson plc,005S4N-E
Chesnara plc,chesnara,Chesnara plc,005WDM-E
ESTER INDUSTRIES LIMITED,ester industries,Ester Industries Limited,00608B-E
DEEPAK NITRITE LIMITED,deepak nitrite,Deepak Nitrite Limited,0061QP-E
"China Merchants Bank, Shanghai Zhoupu Sub-branch",china merchants bank shanghai zhoupu sub branch,"China Merchants Bank Co., Ltd.",0065H3-E
"China Merchants Bank Co.,Ltd.",china merchants bank,"China Merchants Bank Co., Ltd.",0065H3-E
ZTE,zte,ZTE Corporation,006648-E
CPFL Energia S.A,cpfl energia s a,CPFL Energia S.A.,0066G5-E
Argosy Property Limited,argosy property,Argosy Property Limited,0066GZ-E
The a2 Milk Company Limited,the a2 milk,The a2 Milk Company Limited,0066QJ-E
Karoon Petróleo e Gás ltda,karoon petroleo e gas ltda,Karoon Energy Ltd,0066RY-E
ORIENTAL AROMATICS LTD,oriental aromatics,Oriental Aromatics Limited,00691D-E
HABIB SUGAR MILLS LTD,habib sugar mills,Habib Sugar Mills Limited,006979-E
Marina Bay Sands Pte Ltd,marina bay sands,Las Vegas Sands Corp.,006C9Y-E
StarHub Ltd,starhub,StarHub Limited,006DR9-E
Confused.com,confused com,Admiral Group plc,006DYY-E
Admiral Insurance,admiral insurance,Admiral Group plc,006DYY-E
Yealands,yealands,Delegat Group Limited,006FZX-E
KRBL LIMITED,krbl,KRBL Limited,006M9J-E
LANXESS DEUTSCHLAND GMBH,lanxess deutschland,Lanxess AG,006NX1-E
Porto Seguro Seguros,porto seguro seguros,Porto Seguro S.A.,006PSY-E
Porto Seguro,porto seguro,Porto Seguro S.A.,006PSY-E
XINYI AUTOMOBILE GLASS (SHZ) CO LTD,xinyi automobile glass shz,Xinyi Glass Holdings Limited,006T3D-E
Bursa Malaysia Berhad,bursa malaysia berhad,Bursa Malaysia Berhad,006XV5-E
Bursa Malaysia Bhd,bursa malaysia,Bursa Malaysia Berhad,006XV5-E
Maggie Beer Holdings Limited,maggie beer,Maggie Beer Holdings Limited,006Y00-E
BMMI SHIPPING SERVICES,bmmi shipping services,BMMI B.S.C.,006ZGC-E
"Palantir Technologies, Inc.",palantir technologies,,00726J-E
Palantir,palantir,,00726J-E
BLANCCO TECHNOLOGY GROUP PLC,blancco technology,Blancco Technology Group plc,0074TY-E
VakıfBank,vakıfbank,Türkiye Vakıflar Bankası Türk Anonim Ortaklığı,00775N-E
Leigh Creek Energy Ltd,leigh creek energy,Leigh Creek Energy Limited,0077MW-E
SEEK Limited,seek,SEEK Limited,0077N3-E
Cleanaway,cleanaway,Cleanaway Waste Management Limited,0077N6-E
"Meta Platforms, Inc.",meta platforms,"Meta Platforms, Inc.",0077YX-E
Meta,meta,"Meta Platforms, Inc.",0077YX-E
Facebook,facebook,"Meta Platforms, Inc.",0077YX-E
Meta / Facebook,meta facebook,"Meta Platforms, Inc.",0077YX-E
Chan Zuckerberg Initiative LLC,chan zuckerberg initiative,"Meta Platforms, Inc.",0077YX-E
CF,cf,"CF Industries Holdings, Inc.",007879-E
Groupe Aeroplan Inc.,groupe aeroplan,Aimia Inc.,00791K-E
Aimia,aimia,Aimia Inc.,00791K-E
GME,gme,GameStop Corp.,00797Q-E
Bango PLC,bango,Bango plc,007B7S-E
"CNOOC Guangdong Natural Gas Co., LTD",cnooc guangdong natural gas,CNOOC Limited,007CYH-E
CNOOC Gas and Power Trading & Marketing Limited,cnooc gas and power trading marketing,CNOOC Limited,007CYH-E
Uranium Energy Corp,uranium energy,,007HW6-E
Ipsen Bioinnovation Ltd,ipsen bioinnovation,Ipsen S.A.,007SFK-E
IPSEN,ipsen,Ipsen S.A.,007SFK-E
ICA Sverige AB,ica sverige,ICA Gruppen AB,007TJ9-E
Rimi Baltic,rimi baltic,ICA Gruppen AB,007TJ9-E
Lancashire Holdings Limited,lancashire,Lancashire Holdings Limited,007TWV-E
NZ Windfarms,nz windfarms,Mercury NZ Limited,007XQW-E
CLASQUIN USA INC,clasquin usa,Clasquin SA,007XXT-E
CLASQUIN SA,clasquin,Clasquin SA,007XXT-E
Rightmove,rightmove,Rightmove plc,0080S6-E
Aspire Global Limited,aspire global,Playtech plc,0080X1-E
PRIMA AFP S.A,prima afp s a,PRIMA AFP S.A.,0081KS-E
Cohort plc,cohort,Cohort plc,0081QF-E
WACKER CHEMICALS KOREA INC,wacker chemicals korea,Wacker Chemie AG,00846Z-E
Frasers Property Australia,frasers property australia,Yanlord Land Group Limited,008CY6-E
"Etsy, Inc.",etsy,"Etsy, Inc.",008HL3-E
"Reverb.com, LLC",reverb com,"Etsy, Inc.",008HL3-E
"ServiceNow, Inc",servicenow,"ServiceNow, Inc.",008L5S-E
Gattaca Plc,gattaca,Gattaca plc,008QHT-E
Canadian Solar,canadian solar,Canadian Solar Inc.,008QJ5-E
Radisson Meetings,radisson meetings,Radisson Hospitality AB,008SGW-E
Interactive Brokers LLC,interactive brokers,"Interactive Brokers Group, Inc.",008T9S-E
Symrise AG,symrise,Symrise AG,008TGL-E
SYMRISE AROMAS E FRAGRÂNCIAS,symrise aromas e fragrancias,Symrise AG,008TGL-E
Melco Resorts & Entertainment Limited,melco resorts entertainment,Melco Resorts & Entertainment Limited,008TML-E
"Jiangsu Xingda Steel Tyre Cord Co., Ltd.",jiangsu xingda steel tyre cord,Xingda International Holdings Limited,008V36-E
Hansard Global Plc,hansard global,Hansard Global Plc,008VD1-E
BROADRIDGE (SINGAPORE) PRIVATE LIMITED,broadridge singapore private,"Broadridge Financial Solutions, Inc.",008W16-E
Cboe,cboe,"Cboe Global Markets, Inc.",008Z4S-E
Cboe Global Markets,cboe global markets,"Cboe Global Markets, Inc.",008Z4S-E
Tecnisa,tecnisa,Tecnisa S.A.,008ZWY-E
SAO MARTINHO S/A,sao martinho s a,São Martinho S.A.,0090B0-E
S A USINA CORURIPE ACUCAR E ALCOOL,s a usina coruripe acucar e alcool,São Martinho S.A.,0090B0-E
CANAPOLIS ACUCAR E ETANOL S.A,canapolis acucar e etanol s a,São Martinho S.A.,0090B0-E
VALE DO TIJUCO ACUCAR E ALCOOL S.A.,vale do tijuco acucar e alcool s a,São Martinho S.A.,0090B0-E
BNY Mellon,bny mellon,The Bank of New York Mellon Corporation,0091M7-E
EVEN Construtora e Incorporadora S/A,even construtora e incorporadora s a,EVEN Construtora e Incorporadora S.A.,009370-E
Freshpet,freshpet,"Freshpet, Inc.",0095GF-E
Freshpet Nature’s Fresh,freshpet nature s fresh,"Freshpet, Inc.",0095GF-E
Xero Limited,xero,Xero Limited,0098QG-E
STEICO SE,steico,STEICO SE,009D4N-E
Suunto,suunto,ANTA Sports Products Limited,009D4Z-E
"Anta (China) Co., Ltd",anta china,ANTA Sports Products Limited,009D4Z-E
ANTA Sports Products Group Co. Ltd,anta sports products,ANTA Sports Products Limited,009D4Z-E
"HubSpot, Inc.",hubspot,"HubSpot, Inc.",009DN2-E
Haldex AB,haldex,SAF-Holland SE,009FGH-E
Energy Recovery Inc.,energy recovery,"Energy Recovery, Inc.",009FPD-E
Aukett Swanke,aukett swanke,Aukett Swanke Group Plc,009MKQ-E
FLUIDRA SA,fluidra,"Fluidra, S.A.",009PQF-E
Minerva SA,minerva,Minerva S.A.,009Q4T-E
Minerva S.A.,minerva s a,Minerva S.A.,009Q4T-E
Franco-Nevada,franco nevada,Franco-Nevada Corporation,009Q57-E
Franco-Nevada (Barbados) Corporation,franco nevada barbados,Franco-Nevada Corporation,009Q57-E
HarbourVest Global Private Equity Limited,harbourvest global private equity,HarbourVest Global Private Equity Limited,009R8Q-E
Good Energy,good energy,Good Energy Group PLC,009WT1-E
Zenith Energy Terminals Holdings LLC,zenith energy terminals,Zenith Energy Ltd.,009Z64-E
Zenith Energy,zenith energy,Zenith Energy Ltd.,009Z64-E
AGNC Investment Corp.,agnc investment,AGNC Investment Corp.,009ZKJ-E
Spotify AB,spotify,Spotify Technology S.A.,00BJ65-E
Spotify UK,spotify uk,Spotify Technology S.A.,00BJ65-E
Segment.io,segment io,Twilio Inc.,00BJJ2-E
VISHNU CHEMICALS LIMITED,vishnu chemicals,Vishnu Chemicals Limited,00BJSQ-E
TRANSOCEAN SHIPPING AGENCY CO LTD,transocean shipping agency,Transocean Ltd.,00BN44-E
ITAÚ UNIBANCO S.A,itau unibanco s a,Itaú Unibanco Holding S.A.,00BSDK-E
Itaú BBA,itau bba,Itaú Unibanco Holding S.A.,00BSDK-E
Itaâˆšâˆ« Unibanco,itaaˆsaˆ unibanco,Itaú Unibanco Holding S.A.,00BSDK-E
ItaÃº Unibanco S.A.,itaao unibanco s a,Itaú Unibanco Holding S.A.,00BSDK-E
ITAÃš CORPBANCA COLOMBIA S.A,itaas corpbanca colombia s a,Itaú Unibanco Holding S.A.,00BSDK-E
ItaÃº CorpBanca Colombia S.A.,itaao corpbanca colombia s a,Itaú Unibanco Holding S.A.,00BSDK-E
Banco Itaú Uruguay S.A.,banco itau uruguay s a,Itaú Unibanco Holding S.A.,00BSDK-E
AFAP ItaÃº S.A.,afap itaao s a,Itaú Unibanco Holding S.A.,00BSDK-E
Capital Power,capital power,Capital Power Corporation,00C0ZN-E
"Pinterest, Inc.",pinterest,"Pinterest, Inc.",00C5ZQ-E
"SINOPHARM LOGISTICS CO., LTD.",sinopharm logistics,Sinopharm Group Co. Ltd.,00C69G-E
"Hudson Pacific Properties, L.P.",hudson pacific properties l p,"Hudson Pacific Properties, Inc.",00CF97-E
Freehold Royalties,freehold royalties,Freehold Royalties Ltd.,00CZ1P-E
KOSMOS ENERGY LLC,kosmos energy,Kosmos Energy Ltd.,00CZRM-E
G4S Brazil,g4s brazil,Rolls-Royce Holdings plc,00D76C-E
Rolls-Royce Bristol,rolls royce bristol,Rolls-Royce Holdings plc,00D76C-E
"Aptiv Electronics (Suzhou) Co., Ltd.",aptiv electronics suzhou,Aptiv PLC,00D7D5-E
IDT ENERGY INC,idt energy,Genie Energy Ltd.,00DDR5-E
Genie Energy,genie energy,Genie Energy Ltd.,00DDR5-E
Enova International,enova international,"Enova International, Inc.",00DFJY-E
Oportun,oportun,Oportun Financial Corporation,00DNXD-E
"Diamondback Energy, Inc.",diamondback energy,"Diamondback Energy, Inc.",00DR44-E
Vipshop Headquarters Building,vipshop headquarters building,Vipshop Holdings Limited,00DRJ8-E
ABBVIE FARMACEUTICA,abbvie farmaceutica,AbbVie Inc.,00DYYX-E
Eaton Corp,eaton,Eaton Corporation plc,00DZZ3-E
Formula 1,formula 1,Liberty Media Corporation,00F5CL-E
Ambev S/A,ambev s a,Ambev S.A.,00F8B5-E
"Cervecería Nacional Dominicana, C. Por A.",cerveceria nacional dominicana c por a,Ambev S.A.,00F8B5-E
Ambev,ambev,Ambev S.A.,00F8B5-E
Ambev Cervejeira,ambev cervejeira,Ambev S.A.,00F8B5-E
News Ltd,news,News Corporation,00F8BV-E
LGI,lgi,Liberty Global plc,00FD8L-E
Keywords Studios PLC,keywords studios,Keywords Studios plc,00FJY1-E
Hilton,hilton,Hilton Worldwide Holdings Inc.,00FPNC-E
Hilton Hotels,hilton hotels,Hilton Worldwide Holdings Inc.,00FPNC-E
Hilton do Brasil Ltda.,hilton do brasil ltda,Hilton Worldwide Holdings Inc.,00FPNC-E
Hilton Garden Inn Montevideo,hilton garden inn montevideo,Hilton Worldwide Holdings Inc.,00FPNC-E
Hampton by Hilton,hampton by hilton,Hilton Worldwide Holdings Inc.,00FPNC-E
Tritax Symmetry Aston Clinton Ltd,tritax symmetry aston clinton,Tritax Big Box REIT plc,00FSSB-E
Tritax Symmetry (Bicester Reid) Ltd,tritax symmetry bicester reid,Tritax Big Box REIT plc,00FSSB-E
"e.l.f. Cosmetics, Inc.",e l f cosmetics,"e.l.f. Beauty, Inc.",00FYXW-E
Vets4Pets and Pets at Home,vets4pets and pets at home,Pets at Home Group Plc,00FZ67-E
Pets at Home,pets at home,Pets at Home Group Plc,00FZ67-E
ATLANTICA SUSTAINABLE INFRASTRUCTURE PLC,atlantica sustainable infrastructure,Atlantica Sustainable Infrastructure plc,00G1G3-E
Teleatento del Perú,teleatento del peru,Atento S.A.,00G32T-E
Iron Mountain,iron mountain,Iron Mountain Incorporated,00G70G-E
UBS Business Solutions AG,ubs business solutions,UBS Group AG,00G7QL-E
UBS Brasil,ubs brasil,UBS Group AG,00G7QL-E
Credit Suisse AG,credit suisse,UBS Group AG,00G7QL-E
UBS,ubs,UBS Group AG,00G7QL-E
Indivor S.a.,indivor s a,Indivior PLC,00GFL3-E
PayPal Pte Ltd.,paypal,"PayPal Holdings, Inc.",00GMSP-E
Deborah Corbin / PayPal,deborah corbin paypal,"PayPal Holdings, Inc.",00GMSP-E
PayPal - Leadership Partnerships and Social Innovation,paypal leadership partnerships and social innovation,"PayPal Holdings, Inc.",00GMSP-E
Auto Trader Limited,auto trader,Auto Trader Group plc,00GMT5-E
Movistar Conecta,movistar conecta,Telefónica S.A.,05DZGP-E
"Telefâˆšâ‰¥nica, S.A.",telefaˆsa nica s a,Telefónica S.A.,05DZGP-E
"Telefónica, S. A.",telefonica s a,Telefónica S.A.,05DZGP-E
Telefónica España,telefonica espana,Telefónica S.A.,05DZGP-E
Telefâˆšâ‰¥nica EspaâˆšÂ±a,telefaˆsa nica espaaˆsa a,Telefónica S.A.,05DZGP-E
MOVISTAR,movistar,Telefónica S.A.,05DZGP-E
Telefónica Digital España SLU,telefonica digital espana slu,Telefónica S.A.,05DZGP-E
Telefónica Deutschland Holding AG,telefonica deutschland,Telefónica S.A.,05DZGP-E
Repsol,repsol,"Repsol, S.A.",05DZH8-E
Repsol s.a.,repsol s a,"Repsol, S.A.",05DZH8-E
REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS,repsol comercial de productos petroliferos,"Repsol, S.A.",05DZH8-E
Repsol Lubricantes y Especialidades S.A,repsol lubricantes y especialidades s a,"Repsol, S.A.",05DZH8-E
Repsol Butano S.A.,repsol butano s a,"Repsol, S.A.",05DZH8-E
Repsol LNG Holding S.A.,repsol lng s a,"Repsol, S.A.",05DZH8-E
"CEMEX Construction Materials Pacific, LLC",cemex construction materials pacific,"CEMEX, S.A.B. de C.V.",05DZHH-E
Eni,eni,Eni S.p.A.,05DZHK-E
Eni Upstream,eni upstream,Eni S.p.A.,05DZHK-E
Eni Gas e Luce,eni gas e luce,Eni S.p.A.,05DZHK-E
Vâˆšâ€¢r Energi ASA,vaˆsa r energi,Eni S.p.A.,05DZHK-E
Eni Plenitude SpA Società Benefit,eni plenitude societa benefit,Eni S.p.A.,05DZHK-E
Saipem Group,saipem,Eni S.p.A.,05DZHK-E
Plenitude,plenitude,Eni S.p.A.,05DZHK-E
Canon Marketing Japan Inc.,canon marketing japan,Canon Inc.,05DZHY-E
Canon Medical Systems,canon medical systems,Canon Inc.,05DZHY-E
Canon South Africa,canon south africa,Canon Inc.,05DZHY-E
Oce-Australia Limited,oce australia,Canon Inc.,05DZHY-E
Canon New Zealand,canon new zealand,Canon Inc.,05DZHY-E
Westpac Banking Corporation,westpac banking,Westpac Banking Corporation,05F0Y5-E
Westpac Group,westpac,Westpac Banking Corporation,05F0Y5-E
SAMSUNG SDS,samsung sds,"Samsung SDS Co., Ltd.",05FD4Y-E
ASB Bank,asb bank,Commonwealth Bank of Australia,05FGHN-E
"Novartis FarmacÃ©utica, S.A.",novartis farmaca utica s a,Novartis AG,05FGM6-E
"NOVARTIS SAGLIK, GIDA VE TARIM ÜRÜNLERI SAN. VE TIC. A.S.",novartis saglik gida ve tarim urunleri san ve tic a s,Novartis AG,05FGM6-E
"NOVARTIS SAGLIK, GIDA VE TARIM ÜRÜNLERI",novartis saglik gida ve tarim urunleri,Novartis AG,05FGM6-E
Novartis Pharma SAS,novartis pharma sas,Novartis AG,05FGM6-E
Kawasaki Heavy Industies.,kawasaki heavy industies,"Kawasaki Heavy Industries, Ltd.",05FLZC-E
Kawasaki Heavy Industries,kawasaki heavy industries,"Kawasaki Heavy Industries, Ltd.",05FLZC-E
"Mitsubishi Corporation Energy Co., Ltd.",mitsubishi energy,Mitsubishi Corporation,05FMFC-E
Alcantara S.p.A.,alcantara s p a,Mitsubishi Corporation,05FMFC-E
Mitsubishi,mitsubishi,Mitsubishi Corporation,05FMFC-E
Eneco Joulz,eneco joulz,Mitsubishi Corporation,05FMFC-E
Societe Generale,societe generale,Société Générale S.A.,05FWBG-E
Boursorama,boursorama,Société Générale S.A.,05FWBG-E
GROUPE CREDIT DU NORD,groupe credit du nord,Société Générale S.A.,05FWBG-E
GETEC,getec,Swiss Life Holding AG,05FWCG-E
Commerzbank AG,commerzbank,Commerzbank AG,05FWFX-E
INT COMMERZBANK GROUP ORGANISATION + SECURITY,int commerzbank organisation security,Commerzbank AG,05FWFX-E
AMP Limited,amp,AMP Limited,05FWGK-E
AMP Services Limited,amp services,AMP Limited,05FWGK-E
Erste Bank der oesterreichischen Sparkassen AG,erste bank der oesterreichischen sparkassen,Erste Group Bank AG,05FWHF-E
Erste Group Bank AG,erste bank,Erste Group Bank AG,05FWHF-E
Erste Bank Hungary Zrt,erste bank hungary zrt,Erste Group Bank AG,05FWHF-E
Schroder Investment Management Limited,schroder investment management,Schroders plc,05FWJ3-E
Cazenove Capital,cazenove capital,Schroders plc,05FWJ3-E
Schroders plc,schroders,Schroders plc,05FWJ3-E
Santander UK plc,santander uk,Santander UK plc.,05FWKH-E
Zürcher Kantonalbank,zurcher kantonalbank,Zürcher Kantonalbank,05FWM1-E
Bank Vontobel AG,bank vontobel,Vontobel Holding AG,05FWMC-E
Die Bank Vontobel,die bank vontobel,Vontobel Holding AG,05FWMC-E
Vontobel,vontobel,Vontobel Holding AG,05FWMC-E
Vontobel AG Switzerland,vontobel switzerland,Vontobel Holding AG,05FWMC-E
Aviva PLC,aviva,Aviva plc,05G2MG-E
Aviva Zero,aviva zero,Aviva plc,05G2MG-E
Aviva Zero policyholders,aviva zero policyholders,Aviva plc,05G2MG-E
Aviva Central Services UK Limited,aviva central services uk,Aviva plc,05G2MG-E
Aviva Plc Staff Flexible Benefits,aviva staff flexible benefits,Aviva plc,05G2MG-E
CREDIT AGRICOLE SA,credit agricole,CrÃ©dit Agricole S.A.,05G3GH-E
Credit Agricole Corporate and Investment Bank,credit agricole corporate and investment bank,CrÃ©dit Agricole S.A.,05G3GH-E
CA CONSUMER FINANCE SA,ca consumer finance,CrÃ©dit Agricole S.A.,05G3GH-E
Crédit Agricole Corporate & Investment Bank,credit agricole corporate investment bank,CrÃ©dit Agricole S.A.,05G3GH-E
Handelsbanken,handelsbanken,Svenska Handelsbanken AB,05G6QB-E
Banco BBVA Argentina S.A.,banco bbva argentina s a,"Banco Bilbao Vizcaya Argentaria, S.A.",05G7HZ-E
Banco Bbva Uruguay S.a.,banco bbva uruguay s a,"Banco Bilbao Vizcaya Argentaria, S.A.",05G7HZ-E
MASIVA TDC / BBVA,masiva tdc bbva,"Banco Bilbao Vizcaya Argentaria, S.A.",05G7HZ-E
BBVA MÃˆxico,bbva maˆxico,"Banco Bilbao Vizcaya Argentaria, S.A.",05G7HZ-E
BBVA México,bbva mexico,"Banco Bilbao Vizcaya Argentaria, S.A.",05G7HZ-E
Danske Bank,danske bank,Danske Bank A/S,05G8VG-E
Danske Bank A/S,danske bank a s,Danske Bank A/S,05G8VG-E
Storebrand ASA,storebrand,Storebrand ASA,05G9FK-E
Storebrand Livsforsikring AS,storebrand livsforsikring,Storebrand ASA,05G9FK-E
DHL Express,dhl express,Deutsche Post AG,05GDR1-E
European Air Transport Leipzig GmbH,european air transport leipzig,Deutsche Post AG,05GDR1-E
DHL Global,dhl global,Deutsche Post AG,05GDR1-E
DHL Worldwide Express Tasimacilik ve Ticaret A.S,dhl worldwide express tasimacilik ve ticaret a s,Deutsche Post AG,05GDR1-E
