company_raw,company_normalized,official_name,factset_entity_id
Goldwind,goldwind,"Xinjiang Goldwind Science & Technology Co., Ltd.",07197M-E
A2A S.p.A.,a2a s p a,A2A S.p.A.,071XK1-E
Jumbo Interactive Limited,jumbo interactive,Jumbo Interactive Limited,071ZPG-E
BOC Aviation Limited,boc aviation,BOC Aviation Limited,0726SY-E
Genomma Lab USA,genomma lab usa,"Genomma Lab Internacional, S.A.B. de C.V.",0728HZ-E
Genomma Lab internacional,genomma lab internacional,"Genomma Lab Internacional, S.A.B. de C.V.",0728HZ-E
GENOMMA LABORATORIES ARGENTINA S.A.,genomma laboratories argentina s a,"Genomma Lab Internacional, S.A.B. de C.V.",0728HZ-E
Tabaqueira Empresa Industrial de Tabacos S.A.,tabaqueira empresa industrial de tabacos s a,Philip Morris International Inc.,072GKL-E
MASSALIN PARTICULARES S.R.L,massalin particulares s r l,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS PRODUCTS SA,philip morris products,Philip Morris International Inc.,072GKL-E
"Philip Morris Portugal Tabaqueira II, SA",philip morris portugal tabaqueira ii,Philip Morris International Inc.,072GKL-E
Philip Morris Pazarlama ve Satış A.Ş.,philip morris pazarlama ve satıs a s,Philip Morris International Inc.,072GKL-E
Philip Morris Romania SRL,philip morris romania,Philip Morris International Inc.,072GKL-E
Philip Morris (Australia) Limited,philip morris australia,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS (NEW ZEALAND) LIMITED,philip morris new zealand,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS ApS,philip morris aps,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS FINLAND Oy,philip morris finland oy,Philip Morris International Inc.,072GKL-E
PAPASTRATOS CIGARETTES MANUFACTURING COMPANY SINGLE MEMBER,papastratos cigarettes manufacturing single member,Philip Morris International Inc.,072GKL-E
Philip Morris Mexico S.A de C.V.,philip morris mexico s a de c v,Philip Morris International Inc.,072GKL-E
"Philip Morris Mexico Productos y Servicios, S de R.L de C.V",philip morris mexico productos y servicios s de r l de c v,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS NORWAY AS,philip morris norway,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS Aktiebolag,philip morris aktiebolag,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS PRODUCTS S.A.,philip morris products s a,Philip Morris International Inc.,072GKL-E
Philip Morris Seyahat ve Perakende Satış A.Ş,philip morris seyahat ve perakende satıs a s,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS BRASIL INDUSTRIA E COMERCIO LTDA.,philip morris brasil industria e comercio ltda,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS CR a.s.,philip morris cr a s,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS TUTUN MAMULLERI SANAYI VE TICARET A.S.,philip morris tutun mamulleri sanayi ve ticaret a s,Philip Morris International Inc.,072GKL-E
Tabaqueira II,tabaqueira ii,Philip Morris International Inc.,072GKL-E
Philip Morris,philip morris,Philip Morris International Inc.,072GKL-E
"Papastratos Cigarette Manufacturing Company, S.A.",papastratos cigarette manufacturing s a,Philip Morris International Inc.,072GKL-E
Philip Morris Manufacturing Senegal S.A.R.L.,philip morris manufacturing senegal s a r l,Philip Morris International Inc.,072GKL-E
UAB Philip Morris Lietuva,uab philip morris lietuva,Philip Morris International Inc.,072GKL-E
PT Philip Morris Indonesia Karawang International,pt philip morris indonesia karawang international,Philip Morris International Inc.,072GKL-E
Philip Morris Armenia Limited Liability Company,philip morris armenia liability,Philip Morris International Inc.,072GKL-E
PT HANJAYA MANDALA SAMPOERNA Tbk.,pt hanjaya mandala sampoerna,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS INVESTMENTS B.V./JORDAN LTD.CO.,philip morris investments b v jordan,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS (PAKISTAN) LIMITED,philip morris pakistan,Philip Morris International Inc.,072GKL-E
PMFTC INC,pmftc,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS ROMANIA S.R.L.,philip morris romania s r l,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS OPERATIONS A.D. NIS,philip morris operations a d nis,Philip Morris International Inc.,072GKL-E
PHILIP MORRIS KAZAKHSTAN LLP,philip morris kazakhstan,Philip Morris International Inc.,072GKL-E
LEONARD DINGLER (PROPRIETARY) LIMITED,leonard dingler proprietary,Philip Morris International Inc.,072GKL-E
PT PHILIP MORRIS INDONESIA,pt philip morris indonesia,Philip Morris International Inc.,072GKL-E
PT SAMPOERNA INDONESIA SEMBILAN,pt sampoerna indonesia sembilan,Philip Morris International Inc.,072GKL-E
Tabaqueira Empresa Industrial de Tabacos SA,tabaqueira empresa industrial de tabacos,Philip Morris International Inc.,072GKL-E
Philip Morris Investments B.V.,philip morris investments b v,Philip Morris International Inc.,072GKL-E
Banco PAN,banco pan,Banco Pan S.A.,073D2G-E
BANCO PAN S.A.,banco pan s a,Banco Pan S.A.,073D2G-E
Dexus Industria REIT,dexus industria reit,Dexus,0748R3-E
Dexus,dexus,Dexus,0748R3-E
DEXUS Property Group,dexus property,Dexus,0748R3-E
Dexus and Cbus Property,dexus and cbus property,Dexus,0748R3-E
Toll Group,toll,"Japan Post Holdings Co., Ltd.",074SBM-E
"Hillenbrand, Inc.",hillenbrand,"Hillenbrand, Inc.",07516L-E
Bendigo and Adelaide Bank Limited,bendigo and adelaide bank,Bendigo and Adelaide Bank Limited,075WTP-E
TERPEL SA,terpel,Organización Terpel S.A.,076SVK-E
Organizaciâˆšâ‰¥n Terpel S.A.,organizaciaˆsa n terpel s a,Organización Terpel S.A.,076SVK-E
Organizacion Terpel,organizacion terpel,Organización Terpel S.A.,076SVK-E
Origanizacion Terpel,origanizacion terpel,Organización Terpel S.A.,076SVK-E
ORGANIZACIÓN TERPEL S.A,organizacion terpel s a,Organización Terpel S.A.,076SVK-E
TERPEL S.A.,terpel s a,Organización Terpel S.A.,076SVK-E
Organizcion Terpel S.A.,organizcion terpel s a,Organización Terpel S.A.,076SVK-E
EDPR FRANCE HOLDING,edpr france,"EDP Renováveis, S.A.",0785HP-E
Hyatt Corporation,hyatt,Hyatt Hotels Corporation,0789KJ-E
Engro Polymer & Chemicals Limited,engro polymer chemicals,Engro Polymer & Chemicals Limited,0790ZN-E
Z Energy Ltd,z energy,Z Energy Limited,0791K2-E
SMA Solar Technology AG,sma solar technology,SMA Solar Technology AG,07979W-E
YC Holdings Inc.,yc,"Activision Blizzard, Inc.",079SG6-E
MongoDB Inc.,mongodb,"MongoDB, Inc.",07B3KF-E
VOLARIS,volaris,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. (Volaris)",07BR90-E
"FOSHAN CRRC SIFANG CO., LTD.",foshan crrc sifang,CRRC Corporation Limited,07C4LK-E
"CRRC Changchun Railway Vehicles Co., Ltd.",crrc changchun railway vehicles,CRRC Corporation Limited,07C4LK-E
"Zhuzhou CRRC Times Electric Co., Ltd.",zhuzhou crrc times electric,CRRC Corporation Limited,07C4LK-E
"CRRC Zhuzhou Rolling Stock Co., Ltd",crrc zhuzhou rolling stock,CRRC Corporation Limited,07C4LK-E
CRRC Times Electric Australia,crrc times electric australia,CRRC Corporation Limited,07C4LK-E
CRRC Dalian Co.Ã”ÂºÃ¥Ltd.,crrc dalian a aoa,CRRC Corporation Limited,07C4LK-E
AU Small Finance Bank Limited,au small finance bank,AU Small Finance Bank Limited,07CL9B-E
Mutares Holding und Ländergesellschaften,mutares und landergesellschaften,Mutares SE & Co. KGaA,07D16C-E
SUPER TANNERY LTD,super tannery,Super Tannery Limited,07D36L-E
ZENITH EXPORTS LTD,zenith exports,Zenith Exports Limited,07D9LT-E
INPEX CORPORATION,inpex,INPEX Corporation,07F597-E
NISSIN,nissin,"Nissin Foods Holdings Co., Ltd.",07F72D-E
"Leshan JinKo Solar Co., Ltd.",leshan jinko solar,"JinkoSolar Holding Co., Ltd.",07FKBC-E
"JinkoSolar (chuxiong) Co.,Ltd.",jinkosolar chuxiong,"JinkoSolar Holding Co., Ltd.",07FKBC-E
Moncler S.p.a,moncler s p a,Moncler S.p.A.,07FT56-E
Moncler Group,moncler,Moncler S.p.A.,07FT56-E
Grupo Fleury,grupo fleury,Grupo Fleury S.A.,07G4LH-E
Fleury S.A,fleury s a,Grupo Fleury S.A.,07G4LH-E
"Postal Savings Bank of China Co.,Ltd.",postal savings bank of china,"Postal Savings Bank of China Co., Ltd.",07GP96-E
Qualicorp,qualicorp,Qualicorp Consultoria e Corretora de Seguros S.A.,07GSGX-E
"Risen Energy Co., Ltd.",risen energy,,07GV7C-E
ISGEC HEAVY ENGINEERING LIMITED,isgec heavy engineering,ISGEC Heavy Engineering Limited,07HKY5-E
Lloyd’s,lloyd s,Lloyds Banking Group plc,07JRZL-E
Walker & Dunlop LLC,walker dunlop,"Walker & Dunlop, Inc.",07KBQL-E
MARISA MARTIN LTDA.,marisa martin ltda,Marisa Lojas S.A.,07KSW9-E
LOCAWEB SERVIÇOS DE INTERNET S/A,locaweb servicos de internet s a,Locaweb Serviços de Internet S.A.,07MQR5-E
Zendesk,zendesk,"Zendesk, Inc.",07N5YW-E
BRF S.A.,brf s a,BRF S.A.,07NJDS-E
BRF - Qualy,brf qualy,BRF S.A.,07NJDS-E
"Zscaler, Inc.",zscaler,"Zscaler, Inc.",07NR9R-E
Sungrow Power Supply Co.. Ltd,sungrow power supply,"Sungrow Power Supply Co., Ltd.",07NS1C-E
"Sungrow Energy Storage Technology Co., Ltd.",sungrow energy storage technology,"Sungrow Power Supply Co., Ltd.",07NS1C-E
Supercell Oy,supercell oy,Tencent Holdings Limited,07RRQ3-E
"WeBank Co., Ltd",webank,Tencent Holdings Limited,07RRQ3-E
Supercell,supercell,Tencent Holdings Limited,07RRQ3-E
Chevrolet Bolt,chevrolet bolt,General Motors Company,0801VG-E
Chevrolet,chevrolet,General Motors Company,0801VG-E
GENERAL MOTORS DO BRASIL LTDA,general motors do brasil ltda,General Motors Company,0801VG-E
GM Ukraine,gm ukraine,General Motors Company,0801VG-E
GM,gm,General Motors Company,0801VG-E
Buick Canada,buick canada,General Motors Company,0801VG-E
Chevy,chevy,General Motors Company,0801VG-E
Orangina Schweppes,orangina schweppes,Suntory Beverage & Food Limited,0813DB-E
Beam Suntory Inc,beam suntory,Suntory Beverage & Food Limited,0813DB-E
Suncor,suncor,Suncor Energy Inc.,0817XN-E
BIRLA CARBON SPAIN S.L.U.,birla carbon spain s l u,Aditya Birla Group,084D2M-E
Zalando SE,zalando,Zalando SE,0850ZM-E
"Wynn Macau, Limited",wynn macau,"Wynn Macau, Limited",086DSN-E
OMAN FISHERIES CO SAOG,oman fisheries saog,Oman Fisheries Co. SAOG,086NTM-E
ENEOS Corporation,eneos,"ENEOS Holdings, Inc.",088JCX-E
ENEOS GLOBE CORPORATION,eneos globe,"ENEOS Holdings, Inc.",088JCX-E
Kohlberg Kravis Roberts & Co. L.P.,kohlberg kravis roberts l p,KKR & Co. Inc.,088LTZ-E
GfK SE,gfk,KKR & Co. Inc.,088LTZ-E
Nikko AM Co Ltd,nikko am,"Sumitomo Mitsui Trust Holdings, Inc.",089108-E
Sands China Limited,sands china,Sands China Ltd.,089DQ9-E
Lendlease’s Australian Building,lendlease s australian building,Lendlease Group,089VZ3-E
PRIO,prio,Petro Rio S.A.,08BCLL-E
Life360,life360,"Life360, Inc.",08BG1C-E
"Square, Inc.",square,"Block, Inc.",08BZTM-E
"Block, Inc.",block,"Block, Inc.",08BZTM-E
Heathrow Airport Limited,heathrow airport,"Ferrovial, S.A.",08D377-E
Vente-Unique.com,vente unique com,Vente-Unique.com,08F77K-E
Hoegh Autoliners,hoegh autoliners,Höegh Autoliners Holdings AS,08FCK8-E
Stillfront Group,stillfront,Stillfront Group AB,08GNHW-E
AISHA STEEL MILLS LIMITED,aisha steel mills,Aisha Steel Mills Limited,08HWLG-E
GRUPO SBF S.A.,grupo sbf s a,Grupo SBF S.A.,08JXQ8-E
GALAXY SURFACTANTS LTD,galaxy surfactants,Galaxy Surfactants Limited,08VNCN-E
FLEXITUFF VENTURES INTERNATIONAL L,flexituff ventures international l,Flexituff Ventures International Limited,08VPVH-E
NIPPON CONCEPT CORPORATION,nippon concept,Nippon Concept Corporation,08YMQN-E
CHEMEMAN PUBLIC COMPANY LIMITED,chememan public,Chememan Public Company Limited,0943VR-E
GRUPO ENERGÍA BOGOTÁ S.A ESP,grupo energia bogota s a esp,Grupo Energía Bogotá S.A. ESP,094R7W-E
GRUPO DE ENERGÍA DE BOGOTÁ S.A. ESP,grupo de energia de bogota s a esp,Grupo Energía Bogotá S.A. ESP,094R7W-E
Shopify Merchants,shopify merchants,Shopify Inc.,0958JJ-E
Shopify Inc.,shopify,Shopify Inc.,0958JJ-E
Capital & Counties Properties,capital counties properties,Capital & Counties Properties plc,095B5H-E
Direct Line Group,direct line,Direct Line Insurance Group plc,0988T6-E
Monnalisa Spa,monnalisa,Monnalisa S.p.A.,098KQ6-E
Softcat Plc,softcat,Softcat plc,099NTC-E
Sofcat PLC,sofcat,Softcat plc,099NTC-E
Knaus Tabbert AG,knaus tabbert,Knaus Tabbert AG,09BX42-E
ENAV S.p.A,enav s p a,ENAV S.p.A.,09CBXG-E
Aerovías de México S.A. de C.V.,aerovias de mexico s a de c v,"Grupo Aeroméxico, S.A.B. de C.V.",09CV3L-E
AerovÃŒas de MÃˆxico S.A. de C.V.,aerovaœas de maˆxico s a de c v,"Grupo Aeroméxico, S.A.B. de C.V.",09CV3L-E
REWARDS_AEROMEXICO_MX_ABR_GREEN,rewards_aeromexico_mx_abr_green,"Grupo Aeroméxico, S.A.B. de C.V.",09CV3L-E
Loccitane,loccitane,L'Occitane International S.A.,09CVYQ-E
Lollapalooza Chile,lollapalooza chile,"Live Nation Entertainment, Inc.",09HB7M-E
Live Nation Italia S.r.l.,live nation italia s r l,"Live Nation Entertainment, Inc.",09HB7M-E
Live Nation's San Francisco Bay Area venues,live nation s san francisco bay area venues,"Live Nation Entertainment, Inc.",09HB7M-E
Live Nation,live nation,"Live Nation Entertainment, Inc.",09HB7M-E
Just Green Live Nation,just green live nation,"Live Nation Entertainment, Inc.",09HB7M-E
Live Nation NZ Limited,live nation nz,"Live Nation Entertainment, Inc.",09HB7M-E
EcoRodovias Concessões e Serviços S/A,ecorodovias concessoes e servicos s a,EcoRodovias Infraestrutura e Logística S.A.,09J0TT-E
Redefine Properties Limited,redefine properties,Redefine Properties Limited,09KLWK-E
Airbnb,airbnb,"Airbnb, Inc.",09LZGJ-E
Airbnb Germany,airbnb germany,"Airbnb, Inc.",09LZGJ-E
Brenntag,brenntag,Brenntag SE,09M3P3-E
"Brenntag Química, S.A.U",brenntag quimica s a u,Brenntag SE,09M3P3-E
Sompo,sompo,"Sompo Holdings, Inc.",09MHY7-E
Sompo Seguros,sompo seguros,"Sompo Holdings, Inc.",09MHY7-E
Edenred Soluções e Instituição de Pagamento AHA SA,edenred solucoes e instituicao de pagamento aha,Edenred S.A.,09P854-E
Edenred,edenred,Edenred S.A.,09P854-E
Acciona Inmobiliaria,acciona inmobiliaria,"Amadeus IT Group, S.A.",09Q519-E
Mycronic AB,mycronic,Mycronic AB,09QCNL-E
Ilika Technologies Ltd,ilika technologies,Ilika plc,09R0HT-E
Aussie Broadband,aussie broadband,Aussie Broadband Limited,09SKR4-E
ClearView Wealth,clearview wealth,ClearView Wealth Limited,09TVP4-E
Clear View Wealth,clear view wealth,ClearView Wealth Limited,09TVP4-E
WGL Energy,wgl energy,AltaGas Ltd.,09WDZS-E
"Qujing JA Solar Technology Co., Ltd.",qujing ja solar technology,"JA Solar Technology Co., Ltd.",09XNP4-E
"JA Solar New Energy Yangzhou Co., Ltd.",ja solar new energy yangzhou,"JA Solar Technology Co., Ltd.",09XNP4-E
"Beijing JA Solar PV Technology Co., Ltd.",beijing ja solar pv technology,"JA Solar Technology Co., Ltd.",09XNP4-E
SNS Bank N.V.,sns bank n v,ABN AMRO Bank N.V.,09YPPF-E
LATAM Airlines Brasil,latam airlines brasil,LATAM Airlines Group S.A.,09ZKC0-E
TAM LINHAS AÉREAS S.A.,tam linhas aereas s a,LATAM Airlines Group S.A.,09ZKC0-E
TAM LINHAS AâˆšÃ¢REAS S.A.,tam linhas aaˆsa reas s a,LATAM Airlines Group S.A.,09ZKC0-E
LAN Perú,lan peru,LATAM Airlines Group S.A.,09ZKC0-E
LATAM,latam,LATAM Airlines Group S.A.,09ZKC0-E
LATAM AIRLINES COLOMBIA S.A and TERPEL S.A,latam airlines colombia s a and terpel s a,LATAM Airlines Group S.A.,09ZKC0-E
LATAM AIRLINES COLOMBIA S.A.,latam airlines colombia s a,LATAM Airlines Group S.A.,09ZKC0-E
LAN Colombia,lan colombia,LATAM Airlines Group S.A.,09ZKC0-E
LAN Colombia Airlines S.A.,lan colombia airlines s a,LATAM Airlines Group S.A.,09ZKC0-E
LATAM (LAN Perú S.A.),latam lan peru s a,LATAM Airlines Group S.A.,09ZKC0-E
LATAM Airlines Colombia,latam airlines colombia,LATAM Airlines Group S.A.,09ZKC0-E
LAN Perú S.A.,lan peru s a,LATAM Airlines Group S.A.,09ZKC0-E
LATAM Airlines Peru SA,latam airlines peru,LATAM Airlines Group S.A.,09ZKC0-E
LATAM Airlines Group S.A.,latam airlines s a,LATAM Airlines Group S.A.,09ZKC0-E
LATAM Airlines Argentina,latam airlines argentina,LATAM Airlines Group S.A.,09ZKC0-E
Latam Airlines Group Chile,latam airlines chile,LATAM Airlines Group S.A.,09ZKC0-E
Treasury Wine Estates (Matua) Limited,treasury wine estates matua,Treasury Wine Estates Limited,0B0T5B-E
Treasury Wine Estates EMEA Ltd,treasury wine estates emea,Treasury Wine Estates Limited,0B0T5B-E
Treasury Wine Estates,treasury wine estates,Treasury Wine Estates Limited,0B0T5B-E
Jiangsu Zhongchao Cable Corporation,jiangsu zhongchao cable,"Jiangsu Zhongchao Holding Co., Ltd.",0B1N1K-E
PGP GLASS PRIVATE LIMITED,pgp glass private,PG Electroplast Limited,0B2VH4-E
Sustainable Travel International,sustainable travel international,"United Airlines Holdings, Inc.",0B34WJ-E
United Airlines,united airlines,"United Airlines Holdings, Inc.",0B34WJ-E
Sustainable Travel International and United Airlines,sustainable travel international and united airlines,"United Airlines Holdings, Inc.",0B34WJ-E
United Airlines EcoSkies,united airlines ecoskies,"United Airlines Holdings, Inc.",0B34WJ-E
PETRONAS LNG Ltd.,petronas lng,PETRONAS Chemicals Group Berhad,0B3BXX-E
Corporate Travel Management,corporate travel management,Corporate Travel Management Limited,0B4RWS-E
Navigator Gas,navigator gas,Navigator Holdings Ltd.,0B58DM-E
XMH Holdings Ltd,xmh,XMH Holdings Ltd.,0B5T77-E
Atkore International Inc.,atkore international,Atkore Inc.,0B65LJ-E
Rovio Entertainment,rovio entertainment,Rovio Entertainment Corporation,0B84DW-E
Rovio,rovio,Rovio Entertainment Corporation,0B84DW-E
Health and Happiness (H&H) International Holdings Limited,health and happiness h h international,Health and Happiness (H&H) International Holdings Limited,0B8JN5-E
Health & Happiness Group,health happiness,Health and Happiness (H&H) International Holdings Limited,0B8JN5-E
Health and Happiness (H&H) Hong Kong Limited,health and happiness h h hong kong,Health and Happiness (H&H) International Holdings Limited,0B8JN5-E
Health and Happiness (H&H) Italy,health and happiness h h italy,Health and Happiness (H&H) International Holdings Limited,0B8JN5-E
Health and Happiness (H&H) International Holdings Limited and Swisse Wellness Pty Ltd,health and happiness h h international and swisse wellness,Health and Happiness (H&H) International Holdings Limited,0B8JN5-E
Summerset Group Holdings Limited,summerset,Summerset Group Holdings Limited,0B8MF0-E
SiteMinder,siteminder,,0B94W8-E
NEXTDC Limited,nextdc,NEXTDC Limited,0B999H-E
Motorola,motorola,"Motorola Solutions, Inc.",0BC4VB-E
Motorola do Brasil Ltda.,motorola do brasil ltda,"Motorola Solutions, Inc.",0BC4VB-E
WSP UK Ltd,wsp uk,WSP Global Inc.,0BCBB0-E
WSP Management Services Ltd,wsp management services,WSP Global Inc.,0BCBB0-E
WSP,wsp,WSP Global Inc.,0BCBB0-E
WSP Ambiental S.A.,wsp ambiental s a,WSP Global Inc.,0BCBB0-E
WSP USA,wsp usa,WSP Global Inc.,0BCBB0-E
WSP Middle East,wsp middle east,WSP Global Inc.,0BCBB0-E
Sealink,sealink,Kelsian Group Limited,0BCPB1-E
MARATHON AIRLINES AEROPORIKI AE,marathon airlines aeroporiki ae,Marathon Petroleum Corporation,0BDGY2-E
Stendörren,stendorren,Stendörren Fastigheter AB,0BGMBK-E
Stendörren Fastigheter,stendorren fastigheter,Stendörren Fastigheter AB,0BGMBK-E
"TCI Co., Ltd.",tci,"TCI Co., Ltd.",0BGTNT-E
Innofactor Oyj,innofactor,Innofactor Plc,0BKL8P-E
Anima Holding Spa,anima,Anima Holding S.p.A.,0BLBK6-E
Anima Holding S.p.A.,anima s p a,Anima Holding S.p.A.,0BLBK6-E
Amerant Bank,amerant bank,Amerant Bancorp Inc.,0BNW80-E
Amerant Bank N.A.,amerant bank n a,Amerant Bancorp Inc.,0BNW80-E
"Zhejiang Sunwoda Electronic Co., Ltd",zhejiang sunwoda electronic,"Sunwoda Electronic Co., Ltd.",0BP5DC-E
GLENCORE INTERNATIONAL AG,glencore international,Glencore plc,0BRLNB-E
C.I. Prodeco S.A.,c i prodeco s a,Glencore plc,0BRLNB-E
GRUPO PRODECO,grupo prodeco,Glencore plc,0BRLNB-E
Swiss Re,swiss re,Swiss Re AG,0BT2BZ-E
Samsonite,samsonite,Samsonite International S.A.,0BTWRY-E
Samsonite Europe NV,samsonite europe,Samsonite International S.A.,0BTWRY-E
Prologis,prologis,"Prologis, Inc.",0BTZL3-E
Prologis Logistics Services Incorporated,prologis logistics services,"Prologis, Inc.",0BTZL3-E
IQGEO,iqgeo,IQGeo Group plc,0BWHLY-E
Norwegian Cruise Line,norwegian cruise line,Norwegian Cruise Line Holdings Ltd.,0BYLG7-E
GasLog,gaslog,GasLog Ltd.,0BZ4L0-E
RAIA DROGASIL S.A.,raia drogasil s a,Raia Drogasil S.A.,0BZTK9-E
Raia Drogasil,raia drogasil,Raia Drogasil S.A.,0BZTK9-E
RaiaDrogasil S.A.,raiadrogasil s a,Raia Drogasil S.A.,0BZTK9-E
Adyen NV,adyen,Adyen N.V.,0C1SVC-E
Ambipar Response Latam,ambipar response latam,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environmental RN Ltda,ambipar ambipar environmental rn ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - MCZ Solucoes Ambientais Ltda,ambipar mcz solucoes ambientais ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group Atendimento CMPC Guaíba,ambipar atendimento cmpc guaiba,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Response Control,ambipar ambipar response control,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environmental Mining Ltda,ambipar ambipar environmental mining ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environmental Brasil Coleta Gerenciamento de Residuos Post Industrial Waste Repurposing SA,ambipar ambipar environmental brasil coleta gerenciamento de residuos post industrial waste repurposing,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environmental Centroeste SA,ambipar ambipar environmental centroeste,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environment Waste Logistics,ambipar ambipar environment waste logistics,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environmental Nordeste Ltda,ambipar ambipar environmental nordeste ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar REsponse S/A,ambipar ambipar response s a,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environmental FOX Comercio de Aparas Ltda,ambipar ambipar environmental fox comercio de aparas ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environment Waste Water Treatment Nordeste Ltda,ambipar ambipar environment waste water treatment nordeste ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Logistics Ltda,ambipar ambipar logistics ltda,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Canada - First Response,ambipar canada first response,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Ambipar Environment Chile (Disal),ambipar ambipar environment chile disal,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Group - Latam - Ambipar Response Chile,ambipar latam ambipar response chile,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Logistics,ambipar logistics,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Environmental Centroeste S.A.,ambipar environmental centroeste s a,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Response,ambipar response,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Environmental Nordeste S.A.,ambipar environmental nordeste s a,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Response S.A.,ambipar response s a,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Ambipar Environmental Wastewater Treatment Nordeste,ambipar environmental wastewater treatment nordeste,Ambipar Participações e Empreendimentos S.A.,0C2BTG-E
Lexington Partners L.P.,lexington partners l p,The Carlyle Group Inc.,0C2SDW-E
Ovako Group,ovako,Nippon Steel Corporation,0C3HN7-E
Banco BTG Pactual S.A.,banco btg pactual s a,Banco BTG Pactual S.A.,0C46V6-E
Banco BTG Pactual,banco btg pactual,Banco BTG Pactual S.A.,0C46V6-E
BTG Pactual,btg pactual,Banco BTG Pactual S.A.,0C46V6-E
BTG Pactual S.A.,btg pactual s a,Banco BTG Pactual S.A.,0C46V6-E
"BTG Pactual Timberland Investment Group, LLC",btg pactual timberland investment,Banco BTG Pactual S.A.,0C46V6-E
Xylem Services GmbH,xylem services,Xylem Inc.,0C4770-E
"Xylem, Inc.",xylem,Xylem Inc.,0C4770-E
Inspired PLC,inspired,Inspired Plc,0C6SB7-E
Scanfil,scanfil,Scanfil Oyj,0C6VDK-E
Nuix Limited,nuix,Nuix Limited,0C6ZQF-E
Chevron Phillips Chemical Company LLC,chevron phillips chemical,Phillips 66,0C7248-E
First Commercial Bank,first commercial bank,"Taiwan Cooperative Financial Holding Co., Ltd.",0C7Z2Y-E
BKW KÜMA,bkw kuma,BKW AG,0C86LS-E
BKW Energie GmbH,bkw energie,BKW AG,0C86LS-E
"Xiaomi Communications Co., Ltd.",xiaomi communications,Xiaomi Corporation,0C902K-E
Redbubble,redbubble,Redbubble Limited,0C9HXX-E
Schaeffler AG,schaeffler,Schaeffler AG,0CBVXX-E
Schaeffler Iberia,schaeffler iberia,Schaeffler AG,0CBVXX-E
Schaeffler Technologies AG & Co. KG,schaeffler technologies kg,Schaeffler AG,0CBVXX-E
"Schaeffler (China) Co., Ltd.",schaeffler china,Schaeffler AG,0CBVXX-E
"SCHAEFFLER IBERIA, S.L.",schaeffler iberia s l,Schaeffler AG,0CBVXX-E
TRIANGLE TYRE CO LTD,triangle tyre,"Triangle Tyre Co., Ltd.",0CCBVF-E
BEF,bef,Boyaa Interactive International Limited,0CD47V-E
Trans Union LLC,trans union,TransUnion,0CD72R-E
Delivery Hero,delivery hero,Delivery Hero SE,0CF0T5-E
Tamboran Resources Limited,tamboran resources,,0CGLTV-E
PT TBS Energi Utama Tbk,pt tbs energi utama,PT TBS Energi Utama Tbk,0CHWCH-E
VEDANTA LTD,vedanta,Vedanta Limited,0CLCCP-E
RealReal,realreal,"The RealReal, Inc.",0CRCDD-E
